 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 6.    Time:   0: 6:38
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     335.0000  0.30812E-01  0.37790E+00  0.30335E-01  0.37790E+00 -0.12649E+00 -0.14799E+03  0.85905E+02 -0.14979E+03  0.51156E+02 -0.96047E+02 -0.35682E+03 -0.27300E+03 -0.23351E+03  0.00000E+00  0.59201E-03  0.72517E+02  0.15495E+03  0.51634E+01   3498  0.00000E+00      0.000
     336.0000  0.30886E-01  0.37910E+00  0.30880E-01  0.37910E+00 -0.11284E+00 -0.14796E+03  0.86284E+02 -0.14976E+03  0.51535E+02 -0.96160E+02 -0.37260E+03 -0.28409E+03 -0.24234E+03  0.00000E+00  0.59201E-03  0.71996E+02  0.15495E+03  0.51943E+01   3499  0.00000E+00      0.000
     337.0000  0.31138E-01  0.38227E+00  0.31122E-01  0.38226E+00 -0.10492E+00 -0.14793E+03  0.86666E+02 -0.14973E+03  0.51917E+02 -0.96265E+02 -0.38785E+03 -0.29521E+03 -0.25269E+03  0.00000E+00  0.59201E-03  0.71481E+02  0.15495E+03  0.52254E+01   3500  0.00000E+00      0.000
     338.0000  0.29673E-01  0.36550E+00  0.29758E-01  0.36550E+00 -0.96956E-01 -0.14790E+03  0.87031E+02 -0.14970E+03  0.52282E+02 -0.96362E+02 -0.40340E+03 -0.30666E+03 -0.26278E+03  0.00000E+00  0.59201E-03  0.70972E+02  0.15495E+03  0.52552E+01   3501  0.00000E+00      0.000
     339.0000  0.29061E-01  0.35733E+00  0.29103E-01  0.35733E+00 -0.89487E-01 -0.14787E+03  0.87389E+02 -0.14967E+03  0.52640E+02 -0.96451E+02 -0.41873E+03 -0.31778E+03 -0.27249E+03  0.00000E+00  0.59201E-03  0.70488E+02  0.15495E+03  0.52843E+01   3502  0.00000E+00      0.000
     340.0000  0.30521E-01  0.37532E+00  0.30431E-01  0.37532E+00 -0.82280E-01 -0.14784E+03  0.87764E+02 -0.14964E+03  0.53015E+02 -0.96533E+02 -0.43488E+03 -0.32900E+03 -0.28192E+03  0.00000E+00  0.59201E-03  0.70017E+02  0.15495E+03  0.53147E+01   3503  0.00000E+00      0.000
     341.0000  0.31181E-01  0.38553E+00  0.31130E-01  0.38553E+00 -0.74880E-01 -0.14781E+03  0.88150E+02 -0.14960E+03  0.53401E+02 -0.96608E+02 -0.45186E+03 -0.34089E+03 -0.29164E+03  0.00000E+00  0.59201E-03  0.69536E+02  0.15495E+03  0.53459E+01   3504  0.00000E+00      0.000
     342.0000  0.22265E-01  0.27735E+00  0.22809E-01  0.27735E+00 -0.67321E-01 -0.14779E+03  0.88427E+02 -0.14958E+03  0.53678E+02 -0.96676E+02 -0.46403E+03 -0.35300E+03 -0.30149E+03  0.00000E+00  0.59201E-03  0.69061E+02  0.15495E+03  0.53687E+01   3505  0.00000E+00      0.000
     343.0000  0.22795E-01  0.28545E+00  0.22754E-01  0.28545E+00 -0.62469E-01 -0.14777E+03  0.88712E+02 -0.14956E+03  0.53963E+02 -0.96738E+02 -0.47532E+03 -0.36259E+03 -0.31036E+03  0.00000E+00  0.59201E-03  0.68698E+02  0.15495E+03  0.53914E+01   3506  0.00000E+00      0.000
     344.0000  0.31015E-01  0.38117E+00  0.30533E-01  0.38117E+00 -0.59099E-01 -0.14774E+03  0.89094E+02 -0.14953E+03  0.54345E+02 -0.96797E+02 -0.49298E+03 -0.37337E+03 -0.32030E+03  0.00000E+00  0.59201E-03  0.68323E+02  0.15495E+03  0.54220E+01   3507  0.00000E+00      0.000
     345.0000  0.29189E-01  0.36230E+00  0.29284E-01  0.36230E+00 -0.54901E-01 -0.14771E+03  0.89456E+02 -0.14950E+03  0.54707E+02 -0.96852E+02 -0.51168E+03 -0.38674E+03 -0.33233E+03  0.00000E+00  0.59201E-03  0.67857E+02  0.15495E+03  0.54512E+01   3508  0.00000E+00      0.000
     346.0000  0.31086E-01  0.38363E+00  0.30979E-01  0.38363E+00 -0.50739E-01 -0.14768E+03  0.89840E+02 -0.14947E+03  0.55090E+02 -0.96903E+02 -0.53198E+03 -0.39949E+03 -0.34341E+03  0.00000E+00  0.59201E-03  0.67413E+02  0.15495E+03  0.54822E+01   3509  0.00000E+00      0.000
     347.0000  0.27247E-01  0.33858E+00  0.27473E-01  0.33858E+00 -0.46620E-01 -0.14765E+03  0.90178E+02 -0.14944E+03  0.55429E+02 -0.96949E+02 -0.55006E+03 -0.41346E+03 -0.35531E+03  0.00000E+00  0.59201E-03  0.66956E+02  0.15495E+03  0.55097E+01   3510  0.00000E+00      0.000
     348.0000  0.29582E-01  0.36700E+00  0.29439E-01  0.36700E+00 -0.42850E-01 -0.14762E+03  0.90545E+02 -0.14941E+03  0.55796E+02 -0.96992E+02 -0.56977E+03 -0.42608E+03 -0.36558E+03  0.00000E+00  0.59201E-03  0.66545E+02  0.15495E+03  0.55391E+01   3511  0.00000E+00      0.000
     349.0000  0.36387E-01  0.44549E+00  0.35992E-01  0.44549E+00 -0.38908E-01 -0.14758E+03  0.90991E+02 -0.14938E+03  0.56242E+02 -0.97031E+02 -0.59707E+03 -0.44087E+03 -0.37699E+03  0.00000E+00  0.59201E-03  0.66103E+02  0.15495E+03  0.55751E+01   3512  0.00000E+00      0.000
     350.0000  0.34786E-01  0.42721E+00  0.34877E-01  0.42721E+00 -0.34998E-01 -0.14755E+03  0.91418E+02 -0.14934E+03  0.56669E+02 -0.97066E+02 -0.62461E+03 -0.45887E+03 -0.39184E+03  0.00000E+00  0.59201E-03  0.65587E+02  0.15495E+03  0.56100E+01   3513  0.00000E+00      0.000
     351.0000 -0.85360E+00  0.82294E-01 -0.85360E+00  0.82294E-01 -0.33985E-01 -0.14840E+03  0.91500E+02 -0.15019E+03  0.56751E+02 -0.97101E+02 -0.24599E+03 -0.43196E+03 -0.39731E+03  0.00000E+00  0.59376E-03  0.66324E+02  0.15581E+03  0.56164E+01   3535  0.00000E+00      0.000
     352.0000 -0.33027E+01  0.21316E+00 -0.33027E+01  0.21316E+00 -0.32516E-01 -0.15170E+03  0.91713E+02 -0.15350E+03  0.56964E+02 -0.97134E+02 -0.73310E+02 -0.36876E+03 -0.40644E+03  0.00000E+00  0.59443E-03  0.69380E+02  0.15913E+03  0.56337E+01   3560  0.00000E+00      0.000
     353.0000 -0.54055E+00  0.24009E+00 -0.54055E+00  0.24009E+00 -0.30919E-01 -0.15224E+03  0.91953E+02 -0.15404E+03  0.57204E+02 -0.97165E+02 -0.15305E+03 -0.35326E+03 -0.41638E+03  0.00000E+00  0.59456E-03  0.69649E+02  0.15969E+03  0.56532E+01   3582  0.00000E+00      0.000
     354.0000 -0.47022E-01  0.28497E+00 -0.47022E-01  0.28497E+00 -0.29116E-01 -0.15229E+03  0.92238E+02 -0.15408E+03  0.57489E+02 -0.97195E+02 -0.22120E+03 -0.35407E+03 -0.42761E+03  0.00000E+00  0.59478E-03  0.69381E+02  0.15976E+03  0.56762E+01   3604  0.00000E+00      0.000
     355.0000  0.29780E-01  0.36496E+00  0.29781E-01  0.36496E+00 -0.27059E-01 -0.15226E+03  0.92603E+02 -0.15405E+03  0.57854E+02 -0.97223E+02 -0.26729E+03 -0.36102E+03 -0.44036E+03  0.00000E+00  0.59478E-03  0.68979E+02  0.15976E+03  0.57058E+01   3607  0.00000E+00      0.000
     356.0000  0.31776E-01  0.39161E+00  0.31776E-01  0.39161E+00 -0.24969E-01 -0.15223E+03  0.92995E+02 -0.15402E+03  0.58246E+02 -0.97249E+02 -0.30091E+03 -0.37038E+03 -0.45345E+03  0.00000E+00  0.59478E-03  0.68543E+02  0.15976E+03  0.57376E+01   3609  0.00000E+00      0.000
     357.0000  0.29913E-01  0.37012E+00  0.29913E-01  0.37012E+00 -0.23033E-01 -0.15220E+03  0.93365E+02 -0.15399E+03  0.58616E+02 -0.97272E+02 -0.33019E+03 -0.38071E+03 -0.46541E+03  0.00000E+00  0.59478E-03  0.68109E+02  0.15976E+03  0.57675E+01   3611  0.00000E+00      0.000
     358.0000  0.30253E-01  0.37753E+00  0.30216E-01  0.37753E+00 -0.21405E-01 -0.15217E+03  0.93743E+02 -0.15396E+03  0.58993E+02 -0.97293E+02 -0.35690E+03 -0.39193E+03 -0.47552E+03  0.00000E+00  0.59478E-03  0.67687E+02  0.15976E+03  0.57977E+01   3612  0.00000E+00      0.000
     359.0000  0.29764E-01  0.37167E+00  0.29793E-01  0.37167E+00 -0.19900E-01 -0.15214E+03  0.94114E+02 -0.15393E+03  0.59365E+02 -0.97313E+02 -0.38145E+03 -0.40336E+03 -0.48498E+03  0.00000E+00  0.59478E-03  0.67260E+02  0.15976E+03  0.58275E+01   3613  0.00000E+00      0.000
     360.0000 -0.35813E+00  0.15161E+00 -0.35813E+00  0.15161E+00 -0.19654E-01 -0.15250E+03  0.94266E+02 -0.15429E+03  0.59517E+02 -0.97333E+02 -0.27596E+03 -0.39830E+03 -0.48706E+03  0.00000E+00  0.59592E-03  0.67447E+02  0.16013E+03  0.58394E+01   3635  0.00000E+00      0.000
     361.0000 -0.17783E+01  0.14954E+00 -0.17784E+01  0.14954E+00 -0.19621E-01 -0.15428E+03  0.94415E+02 -0.15607E+03  0.59666E+02 -0.97353E+02 -0.11876E+03 -0.36671E+03 -0.48754E+03  0.00000E+00  0.59593E-03  0.69056E+02  0.16192E+03  0.58511E+01   3657  0.00000E+00      0.000
     362.0000 -0.79264E-01  0.26267E+00 -0.79264E-01  0.26267E+00 -0.19342E-01 -0.15436E+03  0.94678E+02 -0.15615E+03  0.59929E+02 -0.97372E+02 -0.22406E+03 -0.36724E+03 -0.49145E+03  0.00000E+00  0.59650E-03  0.68853E+02  0.16202E+03  0.58718E+01   3679  0.00000E+00      0.000
     363.0000  0.28929E-01  0.36384E+00  0.28929E-01  0.36384E+00 -0.18861E-01 -0.15433E+03  0.95042E+02 -0.15612E+03  0.60293E+02 -0.97391E+02 -0.27684E+03 -0.37502E+03 -0.49816E+03  0.00000E+00  0.59650E-03  0.68467E+02  0.16202E+03  0.59006E+01   3682  0.00000E+00      0.000
     364.0000  0.32399E-01  0.40417E+00  0.32399E-01  0.40417E+00 -0.18259E-01 -0.15429E+03  0.95446E+02 -0.15609E+03  0.60697E+02 -0.97410E+02 -0.31143E+03 -0.38513E+03 -0.50689E+03  0.00000E+00  0.59650E-03  0.68032E+02  0.16202E+03  0.59329E+01   3684  0.00000E+00      0.000
     365.0000 -0.16955E+00  0.25369E+00 -0.16955E+00  0.25369E+00 -0.18009E-01 -0.15446E+03  0.95700E+02 -0.15626E+03  0.60951E+02 -0.97428E+02 -0.28271E+03 -0.38761E+03 -0.51025E+03  0.00000E+00  0.59727E-03  0.67929E+02  0.16221E+03  0.59533E+01   3706  0.00000E+00      0.000
end
