 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 6.    Time:   0: 6:38
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     178.0000  0.10480E-01  0.13162E+00  0.10480E-01  0.63557E-01 -0.15017E-05 -0.12488E+02  0.70628E+02 -0.14280E+02  0.36699E+02 -0.71198E+00 -0.49109E+03 -0.83100E+04 -0.15000E+05  0.00000E+00  0.46422E-03  0.46595E+02  0.18230E+02  0.39506E+01    994  0.00000E+00      0.000
     179.0000 -0.13219E-02  0.10905E+00 -0.13217E-02  0.53649E-01 -0.15061E-05 -0.12489E+02  0.70737E+02 -0.14281E+02  0.36752E+02 -0.71198E+00 -0.51317E+03 -0.81988E+04 -0.15000E+05  0.00000E+00  0.46434E-03  0.46543E+02  0.18240E+02  0.39592E+01   1016  0.00000E+00      0.000
     180.0000  0.13623E-01  0.16816E+00  0.13622E-01  0.84207E-01 -0.15039E-05 -0.12475E+02  0.70905E+02 -0.14268E+02  0.36836E+02 -0.71198E+00 -0.55136E+03 -0.80972E+04 -0.15000E+05  0.00000E+00  0.46434E-03  0.46454E+02  0.18240E+02  0.39728E+01   1019  0.00000E+00      0.000
     181.0000  0.76182E-02  0.96190E-01  0.76180E-02  0.48973E-01 -0.15053E-05 -0.12468E+02  0.71001E+02 -0.14260E+02  0.36884E+02 -0.71199E+00 -0.57474E+03 -0.80024E+04 -0.15000E+05  0.00000E+00  0.46434E-03  0.46380E+02  0.18240E+02  0.39806E+01   1021  0.00000E+00      0.000
     182.0000  0.87511E-02  0.11094E+00  0.87510E-02  0.57372E-01 -0.14965E-05 -0.12459E+02  0.71112E+02 -0.14251E+02  0.36942E+02 -0.71199E+00 -0.59804E+03 -0.79145E+04 -0.15000E+05  0.00000E+00  0.46434E-03  0.46318E+02  0.18240E+02  0.39893E+01   1023  0.00000E+00      0.000
     183.0000  0.85807E-02  0.10870E+00  0.85918E-02  0.57109E-01 -0.15017E-05 -0.12450E+02  0.71221E+02 -0.14243E+02  0.36999E+02 -0.71199E+00 -0.62022E+03 -0.78323E+04 -0.15000E+05  0.00000E+00  0.46434E-03  0.46252E+02  0.18240E+02  0.39979E+01   1024  0.00000E+00      0.000
     184.0000 -0.10937E-01  0.11409E+00 -0.10937E-01  0.60575E-01 -0.15009E-05 -0.12461E+02  0.71335E+02 -0.14253E+02  0.37059E+02 -0.71199E+00 -0.62418E+03 -0.77620E+04 -0.15000E+05  0.00000E+00  0.46437E-03  0.46203E+02  0.18260E+02  0.40070E+01   1046  0.00000E+00      0.000
     185.0000 -0.50439E-04  0.12453E+00 -0.50392E-04  0.66883E-01 -0.15061E-05 -0.12461E+02  0.71460E+02 -0.14254E+02  0.37125E+02 -0.71199E+00 -0.65437E+03 -0.76965E+04 -0.15000E+05  0.00000E+00  0.46443E-03  0.46136E+02  0.18270E+02  0.40169E+01   1068  0.00000E+00      0.000
     186.0000 -0.25096E-01  0.63503E-01 -0.25096E-01  0.34492E-01 -0.15009E-05 -0.12486E+02  0.71523E+02 -0.14279E+02  0.37160E+02 -0.71199E+00 -0.64246E+03 -0.76285E+04 -0.15000E+05  0.00000E+00  0.46476E-03  0.46127E+02  0.18300E+02  0.40218E+01   1090  0.00000E+00      0.000
     187.0000 -0.31767E+00  0.31141E-01 -0.31767E+00  0.17094E-01 -0.15024E-05 -0.12804E+02  0.71554E+02 -0.14596E+02  0.37177E+02 -0.71199E+00 -0.42582E+03 -0.75450E+04 -0.15000E+05  0.00000E+00  0.46492E-03  0.46428E+02  0.18620E+02  0.40242E+01   1112  0.00000E+00      0.000
     188.0000 -0.46324E-02  0.67628E-01 -0.46325E-02  0.37524E-01 -0.14994E-05 -0.12809E+02  0.71622E+02 -0.14601E+02  0.37214E+02 -0.71200E+00 -0.56248E+03 -0.74830E+04 -0.15000E+05  0.00000E+00  0.46509E-03  0.46395E+02  0.18630E+02  0.40295E+01   1134  0.00000E+00      0.000
     189.0000 -0.85566E-01  0.56919E-01 -0.85566E-01  0.31870E-01 -0.14980E-05 -0.12894E+02  0.71679E+02 -0.14686E+02  0.37246E+02 -0.71200E+00 -0.53107E+03 -0.74192E+04 -0.15000E+05  0.00000E+00  0.46514E-03  0.46449E+02  0.18720E+02  0.40340E+01   1156  0.00000E+00      0.000
     190.0000 -0.23391E-01  0.82467E-01 -0.23391E-01  0.46624E-01 -0.14980E-05 -0.12918E+02  0.71761E+02 -0.14710E+02  0.37292E+02 -0.71200E+00 -0.58029E+03 -0.73630E+04 -0.15000E+05  0.00000E+00  0.46525E-03  0.46426E+02  0.18750E+02  0.40406E+01   1178  0.00000E+00      0.000
     191.0000 -0.49333E+00  0.84150E-01 -0.49333E+00  0.47964E-01 -0.14980E-05 -0.13411E+02  0.71846E+02 -0.15203E+02  0.37340E+02 -0.71200E+00 -0.34083E+03 -0.72906E+04 -0.15000E+05  0.00000E+00  0.46525E-03  0.46872E+02  0.19250E+02  0.40472E+01   1200  0.00000E+00      0.000
     192.0000 -0.10478E+02  0.21837E-01 -0.10478E+02  0.10548E-01 -0.14980E-05 -0.23889E+02  0.71867E+02 -0.25682E+02  0.37352E+02 -0.71200E+00 -0.94238E+01 -0.69781E+04 -0.15000E+05  0.00000E+00  0.46558E-03  0.57338E+02  0.29730E+02  0.40489E+01   1260  0.00000E+00      0.000
     193.0000 -0.53704E+00  0.39518E-01 -0.53704E+00  0.22911E-01 -0.14994E-05 -0.24426E+02  0.71907E+02 -0.26219E+02  0.37375E+02 -0.71200E+00 -0.10952E+03 -0.67052E+04 -0.15000E+05  0.00000E+00  0.46595E-03  0.57852E+02  0.30270E+02  0.40519E+01   1295  0.00000E+00      0.000
     194.0000 -0.10730E+01  0.87283E-01 -0.10730E+01  0.52384E-01 -0.14994E-05 -0.25499E+02  0.71994E+02 -0.27292E+02  0.37426E+02 -0.71201E+00 -0.10448E+03 -0.62781E+04 -0.15000E+05  0.00000E+00  0.46618E-03  0.58874E+02  0.31350E+02  0.40589E+01   1321  0.00000E+00      0.000
     195.0000 -0.23552E+01  0.61542E-01 -0.23552E+01  0.38839E-01 -0.14994E-05 -0.27855E+02  0.72056E+02 -0.29647E+02  0.37464E+02 -0.71201E+00 -0.67357E+02 -0.57871E+04 -0.15000E+05  0.00000E+00  0.46631E-03  0.61191E+02  0.33710E+02  0.40636E+01   1346  0.00000E+00      0.000
     196.0000 -0.16361E+01  0.50662E-01 -0.16361E+01  0.33470E-01 -0.14980E-05 -0.29491E+02  0.72106E+02 -0.31283E+02  0.37497E+02 -0.71201E+00 -0.79522E+02 -0.53403E+04 -0.15000E+05  0.00000E+00  0.46636E-03  0.62795E+02  0.35351E+02  0.40675E+01   1370  0.00000E+00      0.000
     197.0000 -0.16618E+00  0.48971E-01 -0.16618E+00  0.33816E-01 -0.14980E-05 -0.29657E+02  0.72155E+02 -0.31449E+02  0.37530E+02 -0.71201E+00 -0.14467E+03 -0.49093E+04 -0.15000E+05  0.00000E+00  0.46636E-03  0.62928E+02  0.35521E+02  0.40713E+01   1395  0.00000E+00      0.000
     198.0000 -0.60768E-02  0.49479E-01 -0.60763E-02  0.35617E-01 -0.14994E-05 -0.29663E+02  0.72205E+02 -0.31455E+02  0.37565E+02 -0.71201E+00 -0.18496E+03 -0.45135E+04 -0.15000E+05  0.00000E+00  0.46637E-03  0.62899E+02  0.35530E+02  0.40752E+01   1419  0.00000E+00      0.000
     199.0000 -0.69832E-02  0.39060E-01 -0.69829E-02  0.29030E-01 -0.15002E-05 -0.29670E+02  0.72244E+02 -0.31462E+02  0.37594E+02 -0.71201E+00 -0.20999E+03 -0.41732E+04 -0.15000E+05  0.00000E+00  0.47216E-03  0.62877E+02  0.35540E+02  0.40783E+01   1428  0.00000E+00      0.000
     200.0000 -0.63967E-02  0.45803E-01 -0.63970E-02  0.35027E-01 -0.15002E-05 -0.29676E+02  0.72290E+02 -0.31469E+02  0.37628E+02 -0.71201E+00 -0.23105E+03 -0.38806E+04 -0.15000E+05  0.00000E+00  0.47708E-03  0.62849E+02  0.35550E+02  0.40819E+01   1435  0.00000E+00      0.000
     201.0000 -0.13569E+01  0.41190E-01 -0.13569E+01  0.32280E-01 -0.14958E-05 -0.31033E+02  0.72331E+02 -0.32825E+02  0.37660E+02 -0.71202E+00 -0.11768E+03 -0.36044E+04 -0.15000E+05  0.00000E+00  0.47711E-03  0.64174E+02  0.36910E+02  0.40850E+01   1457  0.00000E+00      0.000
     202.0000 -0.35646E+00  0.46431E-01 -0.35646E+00  0.37206E-01 -0.14994E-05 -0.31390E+02  0.72377E+02 -0.33182E+02  0.37697E+02 -0.71202E+00 -0.16391E+03 -0.33701E+04 -0.15000E+05  0.00000E+00  0.47713E-03  0.64494E+02  0.37270E+02  0.40885E+01   1479  0.00000E+00      0.000
     203.0000 -0.34768E+01  0.42188E-01 -0.34768E+01  0.34420E-01 -0.14965E-05 -0.34867E+02  0.72420E+02 -0.36659E+02  0.37731E+02 -0.71202E+00 -0.52348E+02 -0.31132E+04 -0.15000E+05  0.00000E+00  0.47713E-03  0.67937E+02  0.40750E+02  0.40917E+01   1501  0.00000E+00      0.000
     204.0000 -0.13492E+00  0.65326E-01 -0.13492E+00  0.54292E-01 -0.14994E-05 -0.35001E+02  0.72485E+02 -0.36794E+02  0.37785E+02 -0.71202E+00 -0.13889E+03 -0.29019E+04 -0.15000E+05  0.00000E+00  0.47724E-03  0.68018E+02  0.40890E+02  0.40968E+01   1523  0.00000E+00      0.000
     205.0000 -0.13824E+01  0.95575E-01 -0.13824E+01  0.80736E-01 -0.15002E-05 -0.36384E+02  0.72581E+02 -0.38176E+02  0.37865E+02 -0.71202E+00 -0.94258E+02 -0.26698E+04 -0.15000E+05  0.00000E+00  0.47739E-03  0.69321E+02  0.42280E+02  0.41044E+01   1545  0.00000E+00      0.000
     206.0000 -0.60466E-02  0.49781E-01 -0.60460E-02  0.42896E-01 -0.15002E-05 -0.36390E+02  0.72630E+02 -0.38182E+02  0.37908E+02 -0.71202E+00 -0.16442E+03 -0.24320E+04 -0.15000E+05  0.00000E+00  0.47761E-03  0.69284E+02  0.42290E+02  0.41084E+01   1567  0.00000E+00      0.000
     207.0000 -0.23679E+00  0.41532E-01 -0.23679E+00  0.36492E-01 -0.15024E-05 -0.36627E+02  0.72672E+02 -0.38419E+02  0.37944E+02 -0.71202E+00 -0.16725E+03 -0.21783E+04 -0.15000E+05  0.00000E+00  0.47765E-03  0.69485E+02  0.42530E+02  0.41116E+01   1589  0.00000E+00      0.000
     208.0000 -0.66608E+00  0.49728E-01 -0.66608E+00  0.44556E-01 -0.15002E-05 -0.37293E+02  0.72722E+02 -0.39085E+02  0.37988E+02 -0.71203E+00 -0.13973E+03 -0.19180E+04 -0.15000E+05  0.00000E+00  0.47769E-03  0.70107E+02  0.43200E+02  0.41155E+01   1611  0.00000E+00      0.000
     209.0000 -0.17574E+00  0.54380E-01 -0.17574E+00  0.49670E-01 -0.15017E-05 -0.37469E+02  0.72776E+02 -0.39261E+02  0.38037E+02 -0.71203E+00 -0.17614E+03 -0.16745E+04 -0.15000E+05  0.00000E+00  0.47773E-03  0.70234E+02  0.43380E+02  0.41198E+01   1633  0.00000E+00      0.000
     210.0000 -0.69765E+01  0.45217E-01 -0.69764E+01  0.41020E-01 -0.14987E-05 -0.44445E+02  0.72821E+02 -0.46237E+02  0.38079E+02 -0.71203E+00 -0.18118E+02 -0.13674E+04 -0.15000E+05  0.20981E-04  0.48810E-03  0.77168E+02  0.50360E+02  0.41233E+01   1660  0.00000E+00      0.000
     211.0000 -0.31699E+00  0.38670E-01 -0.31699E+00  0.36582E-01 -0.15031E-05 -0.44762E+02  0.72860E+02 -0.46554E+02  0.38115E+02 -0.71203E+00 -0.10302E+03 -0.11107E+04 -0.15000E+05  0.00000E+00  0.48813E-03  0.77449E+02  0.50680E+02  0.41263E+01   1683  0.00000E+00      0.000
     212.0000 -0.76531E-01  0.43808E-01 -0.76532E-01  0.42376E-01 -0.14814E-05 -0.44839E+02  0.72904E+02 -0.46631E+02  0.38157E+02 -0.71203E+00 -0.13932E+03 -0.78301E+03 -0.15000E+05  0.00000E+00  0.48815E-03  0.77484E+02  0.50760E+02  0.41298E+01   1705  0.00000E+00      0.000
     213.0000  0.68362E-02  0.85115E-01  0.68360E-02  0.84538E-01 -0.20161E-05 -0.44832E+02  0.72989E+02 -0.46624E+02  0.38241E+02 -0.71203E+00 -0.16688E+03 -0.40281E+03 -0.14754E+05  0.00000E+00  0.48815E-03  0.77402E+02  0.50760E+02  0.41366E+01   1712  0.00000E+00      0.000
     214.0000  0.81320E-02  0.10062E+00  0.81317E-02  0.10062E+00 -0.80505E-03 -0.44824E+02  0.73089E+02 -0.46616E+02  0.38341E+02 -0.71221E+00 -0.18635E+03 -0.21699E+03 -0.18052E+04  0.00000E+00  0.48815E-03  0.77295E+02  0.50760E+02  0.41447E+01   1720  0.00000E+00      0.000
     215.0000  0.50585E-02  0.62282E-01  0.50580E-02  0.62282E-01 -0.23782E-01 -0.44819E+02  0.73152E+02 -0.46611E+02  0.38404E+02 -0.72410E+00 -0.20136E+03 -0.19651E+03 -0.46230E+03  0.00000E+00  0.48815E-03  0.77211E+02  0.50760E+02  0.41498E+01   1725  0.00000E+00      0.000
     216.0000  0.58983E-02  0.73484E-01  0.58987E-02  0.73484E-01 -0.66966E-01 -0.44813E+02  0.73225E+02 -0.46605E+02  0.38477E+02 -0.78107E+00 -0.21475E+03 -0.19387E+03 -0.30070E+03  0.00000E+00  0.48815E-03  0.77078E+02  0.50760E+02  0.41557E+01   1727  0.00000E+00      0.000
     217.0000  0.45892E-02  0.58992E-01  0.45893E-02  0.58992E-01 -0.11317E+00 -0.44808E+02  0.73284E+02 -0.46600E+02  0.38536E+02 -0.88438E+00 -0.22636E+03 -0.19524E+03 -0.24330E+03  0.00000E+00  0.48815E-03  0.76904E+02  0.50760E+02  0.41603E+01   1729  0.00000E+00      0.000
     218.0000  0.43026E-02  0.54578E-01  0.43024E-02  0.54578E-01 -0.15362E+00 -0.44804E+02  0.73339E+02 -0.46596E+02  0.38591E+02 -0.10296E+01 -0.23669E+03 -0.19810E+03 -0.21723E+03  0.00000E+00  0.48815E-03  0.76698E+02  0.50760E+02  0.41646E+01   1731  0.00000E+00      0.000
     219.0000 -0.67640E-02  0.40601E-01 -0.67639E-02  0.40601E-01 -0.17662E+00 -0.44810E+02  0.73379E+02 -0.46603E+02  0.38631E+02 -0.11972E+01 -0.24398E+03 -0.20112E+03 -0.20229E+03  0.00000E+00  0.48824E-03  0.76496E+02  0.50770E+02  0.41679E+01   1753  0.00000E+00      0.000
     220.0000 -0.73440E-02  0.34522E-01 -0.73438E-02  0.34522E-01 -0.18786E+00 -0.44818E+02  0.73414E+02 -0.46610E+02  0.38666E+02 -0.13820E+01 -0.25160E+03 -0.20452E+03 -0.19532E+03  0.00000E+00  0.49599E-03  0.76283E+02  0.50780E+02  0.41705E+01   1756  0.00000E+00      0.000
     221.0000 -0.13757E+00  0.32093E-01 -0.13757E+00  0.32093E-01 -0.19351E+00 -0.44955E+02  0.73446E+02 -0.46748E+02  0.38698E+02 -0.15733E+01 -0.23433E+03 -0.20575E+03 -0.19174E+03  0.00000E+00  0.49599E-03  0.76197E+02  0.50920E+02  0.41729E+01   1778  0.00000E+00      0.000
     222.0000 -0.15089E+01  0.14041E-01 -0.15089E+01  0.14041E-01 -0.19760E+00 -0.46464E+02  0.73460E+02 -0.48256E+02  0.38712E+02 -0.17695E+01 -0.11182E+03 -0.18607E+03 -0.19045E+03  0.00000E+00  0.49608E-03  0.77496E+02  0.52430E+02  0.41740E+01   1800  0.00000E+00      0.000
     223.0000 -0.47575E+01  0.32585E-01 -0.47575E+01  0.32585E-01 -0.19755E+00 -0.51222E+02  0.73493E+02 -0.53014E+02  0.38744E+02 -0.19672E+01 -0.34140E+02 -0.13331E+03 -0.19047E+03  0.00000E+00  0.49617E-03  0.82023E+02  0.57190E+02  0.41765E+01   1823  0.00000E+00      0.000
     224.0000 -0.35682E+01  0.24405E-01 -0.35682E+01  0.24405E-01 -0.22481E+00 -0.54790E+02  0.73517E+02 -0.56582E+02  0.38769E+02 -0.21735E+01 -0.38894E+02 -0.95447E+02 -0.18216E+03  0.00000E+00  0.49620E-03  0.85360E+02  0.60760E+02  0.41783E+01   1845  0.00000E+00      0.000
     225.0000 -0.42789E+01  0.14637E-01 -0.42789E+01  0.14637E-01 -0.63133E+00 -0.59069E+02  0.73532E+02 -0.60861E+02  0.38783E+02 -0.25807E+01 -0.30597E+02 -0.57122E+02 -0.11106E+03  0.00000E+00  0.50788E-03  0.89215E+02  0.65040E+02  0.41794E+01   1849  0.00000E+00      0.000
     226.0000 -0.11087E+01  0.17453E-01 -0.11087E+01  0.17453E-01 -0.19729E+01 -0.60178E+02  0.73549E+02 -0.61970E+02  0.38801E+02 -0.40205E+01 -0.74153E+02 -0.61016E+02 -0.54965E+02  0.00000E+00  0.50790E-03  0.88867E+02  0.66150E+02  0.41807E+01   1871  0.00000E+00      0.000
     227.0000 -0.25036E+01  0.80798E-01 -0.25036E+01  0.80798E-01 -0.20025E+01 -0.62681E+02  0.73630E+02 -0.64473E+02  0.38882E+02 -0.60454E+01 -0.51599E+02 -0.57329E+02 -0.54270E+02  0.00000E+00  0.50821E-03  0.89265E+02  0.68660E+02  0.41871E+01   1893  0.00000E+00      0.000
     228.0000 -0.68637E+00  0.47177E-01 -0.68637E+00  0.47177E-01 -0.19367E+01 -0.63368E+02  0.73677E+02 -0.65160E+02  0.38929E+02 -0.80413E+01 -0.91355E+02 -0.69743E+02 -0.55613E+02  0.00000E+00  0.50838E-03  0.87908E+02  0.69350E+02  0.41907E+01   1915  0.00000E+00      0.000
     229.0000 -0.66108E-01  0.49354E-01 -0.66108E-01  0.49354E-01 -0.15949E+01 -0.63434E+02  0.73726E+02 -0.65226E+02  0.38978E+02 -0.97838E+01 -0.13145E+03 -0.86240E+02 -0.63437E+02  0.00000E+00  0.50838E-03  0.86182E+02  0.69420E+02  0.41946E+01   1937  0.00000E+00      0.000
     230.0000 -0.69297E-02  0.39720E-01 -0.69292E-02  0.39720E-01 -0.12615E+01 -0.63441E+02  0.73766E+02 -0.65233E+02  0.39018E+02 -0.11192E+02 -0.15394E+03 -0.10057E+03 -0.73544E+02  0.00000E+00  0.50843E-03  0.84741E+02  0.69430E+02  0.41977E+01   1959  0.00000E+00      0.000
     231.0000 -0.69619E-02  0.39426E-01 -0.69610E-02  0.39426E-01 -0.10427E+01 -0.63448E+02  0.73806E+02 -0.65240E+02  0.39057E+02 -0.12298E+02 -0.16889E+03 -0.11241E+03 -0.83198E+02  0.00000E+00  0.50843E-03  0.83603E+02  0.69440E+02  0.42007E+01   1962  0.00000E+00      0.000
     232.0000 -0.70559E-02  0.38921E-01 -0.70563E-02  0.38921E-01 -0.86640E+00 -0.63455E+02  0.73844E+02 -0.65247E+02  0.39096E+02 -0.13207E+02 -0.18091E+03 -0.12255E+03 -0.92083E+02  0.00000E+00  0.50843E-03  0.82662E+02  0.69450E+02  0.42037E+01   1964  0.00000E+00      0.000
     233.0000 -0.84804E+00  0.26314E-01 -0.84804E+00  0.26314E-01 -0.74647E+00 -0.64303E+02  0.73871E+02 -0.66095E+02  0.39123E+02 -0.13998E+02 -0.12283E+03 -0.12101E+03 -0.10018E+03  0.00000E+00  0.50848E-03  0.82692E+02  0.70300E+02  0.42056E+01   1986  0.00000E+00      0.000
     234.0000 -0.13967E+01  0.43995E-01 -0.13967E+01  0.43995E-01 -0.67030E+00 -0.65699E+02  0.73915E+02 -0.67491E+02  0.39167E+02 -0.14699E+02 -0.91571E+02 -0.11324E+03 -0.10687E+03  0.00000E+00  0.50858E-03  0.83344E+02  0.71700E+02  0.42090E+01   2008  0.00000E+00      0.000
     235.0000 -0.84365E-01  0.71953E-01 -0.84364E-01  0.71953E-01 -0.63645E+00 -0.65784E+02  0.73987E+02 -0.67576E+02  0.39239E+02 -0.15346E+02 -0.14872E+03 -0.12042E+03 -0.10987E+03  0.00000E+00  0.50871E-03  0.82709E+02  0.71790E+02  0.42146E+01   2030  0.00000E+00      0.000
     236.0000 -0.21030E+01  0.87895E-01 -0.21030E+01  0.87895E-01 -0.62943E+00 -0.67887E+02  0.74075E+02 -0.69679E+02  0.39326E+02 -0.15978E+02 -0.70849E+02 -0.10541E+03 -0.11050E+03  0.00000E+00  0.50879E-03  0.84092E+02  0.73900E+02  0.42216E+01   2052  0.00000E+00      0.000
     237.0000 -0.31829E+00  0.23093E-01 -0.31829E+00  0.23093E-01 -0.66247E+00 -0.68205E+02  0.74098E+02 -0.69997E+02  0.39350E+02 -0.16621E+02 -0.12290E+03 -0.10900E+03 -0.10759E+03  0.00000E+00  0.50911E-03  0.83744E+02  0.74220E+02  0.42233E+01   2074  0.00000E+00      0.000
     238.0000 -0.17055E-01  0.38165E-01 -0.17055E-01  0.38165E-01 -0.70831E+00 -0.68222E+02  0.74136E+02 -0.70014E+02  0.39388E+02 -0.17312E+02 -0.15788E+03 -0.11730E+03 -0.10359E+03  0.00000E+00  0.50919E-03  0.83032E+02  0.74240E+02  0.42263E+01   2096  0.00000E+00      0.000
     239.0000 -0.26180E+01  0.26615E-01 -0.26180E+01  0.26615E-01 -0.71078E+00 -0.70840E+02  0.74163E+02 -0.72632E+02  0.39414E+02 -0.18024E+02 -0.59888E+02 -0.97194E+02 -0.10333E+03  0.00000E+00  0.50925E-03  0.84912E+02  0.76860E+02  0.42283E+01   2118  0.00000E+00      0.000
     240.0000 -0.10732E+01  0.84711E-01 -0.10732E+01  0.84711E-01 -0.74760E+00 -0.71913E+02  0.74247E+02 -0.73705E+02  0.39499E+02 -0.18748E+02 -0.87445E+02 -0.94222E+02 -0.10007E+03  0.00000E+00  0.50954E-03  0.85177E+02  0.77940E+02  0.42351E+01   2140  0.00000E+00      0.000
     241.0000 -0.46456E-01  0.44731E-01 -0.46457E-01  0.44731E-01 -0.85630E+00 -0.71960E+02  0.74292E+02 -0.73752E+02  0.39544E+02 -0.19554E+02 -0.13902E+03 -0.10309E+03 -0.92687E+02  0.00000E+00  0.50974E-03  0.84372E+02  0.77990E+02  0.42386E+01   2162  0.00000E+00      0.000
     242.0000 -0.64199E-02  0.44498E-01 -0.64192E-02  0.44498E-01 -0.86775E+00 -0.71966E+02  0.74336E+02 -0.73758E+02  0.39588E+02 -0.20428E+02 -0.16199E+03 -0.11320E+03 -0.92071E+02  0.00000E+00  0.50976E-03  0.83459E+02  0.78000E+02  0.42422E+01   2184  0.00000E+00      0.000
     243.0000 -0.68014E-01  0.26443E-01 -0.68014E-01  0.26443E-01 -0.79152E+00 -0.72034E+02  0.74363E+02 -0.73826E+02  0.39615E+02 -0.21255E+02 -0.17094E+03 -0.12196E+03 -0.96245E+02  0.00000E+00  0.50986E-03  0.82674E+02  0.78070E+02  0.42442E+01   2206  0.00000E+00      0.000
     244.0000  0.35468E-02  0.44872E-01  0.35465E-02  0.44871E-01 -0.72020E+00 -0.72031E+02  0.74408E+02 -0.73823E+02  0.39660E+02 -0.22000E+02 -0.18783E+03 -0.13108E+03 -0.10251E+03  0.00000E+00  0.50986E-03  0.81886E+02  0.78070E+02  0.42477E+01   2209  0.00000E+00      0.000
     245.0000 -0.65035E-02  0.43895E-01 -0.65040E-02  0.43895E-01 -0.64435E+00 -0.72037E+02  0.74452E+02 -0.73829E+02  0.39703E+02 -0.22677E+02 -0.19800E+03 -0.13946E+03 -0.10918E+03  0.00000E+00  0.50986E-03  0.81171E+02  0.78080E+02  0.42512E+01   2231  0.00000E+00      0.000
     246.0000 -0.25637E-01  0.55431E-01 -0.25637E-01  0.55431E-01 -0.56853E+00 -0.72063E+02  0.74507E+02 -0.73855E+02  0.39759E+02 -0.23279E+02 -0.20485E+03 -0.14701E+03 -0.11586E+03  0.00000E+00  0.50991E-03  0.80540E+02  0.78110E+02  0.42556E+01   2253  0.00000E+00      0.000
     247.0000 -0.49213E-02  0.63926E-01 -0.49212E-02  0.63926E-01 -0.50505E+00 -0.72068E+02  0.74571E+02 -0.73860E+02  0.39823E+02 -0.23809E+02 -0.21549E+03 -0.15446E+03 -0.12230E+03  0.00000E+00  0.50996E-03  0.79951E+02  0.78120E+02  0.42607E+01   2275  0.00000E+00      0.000
     248.0000  0.51580E-02  0.64631E-01  0.51583E-02  0.64631E-01 -0.46559E+00 -0.72062E+02  0.74636E+02 -0.73855E+02  0.39887E+02 -0.24287E+02 -0.22509E+03 -0.16163E+03 -0.12866E+03  0.00000E+00  0.50996E-03  0.79403E+02  0.78120E+02  0.42658E+01   2278  0.00000E+00      0.000
     249.0000 -0.57470E-02  0.53258E-01 -0.57467E-02  0.53258E-01 -0.42828E+00 -0.72068E+02  0.74689E+02 -0.73860E+02  0.39941E+02 -0.24732E+02 -0.23112E+03 -0.16812E+03 -0.13470E+03  0.00000E+00  0.51001E-03  0.78910E+02  0.78130E+02  0.42701E+01   2300  0.00000E+00      0.000
     250.0000 -0.47733E-01  0.29038E-01 -0.47732E-01  0.29038E-01 -0.39423E+00 -0.72116E+02  0.74718E+02 -0.73908E+02  0.39970E+02 -0.25141E+02 -0.23007E+03 -0.17320E+03 -0.14020E+03  0.00000E+00  0.51012E-03  0.78520E+02  0.78180E+02  0.42723E+01   2322  0.00000E+00      0.000
     251.0000 -0.28378E+01  0.28747E-01 -0.28378E+01  0.28747E-01 -0.36224E+00 -0.74954E+02  0.74747E+02 -0.76746E+02  0.39999E+02 -0.25517E+02 -0.65859E+02 -0.14127E+03 -0.14537E+03  0.00000E+00  0.51012E-03  0.80953E+02  0.81020E+02  0.42746E+01   2345  0.00000E+00      0.000
     252.0000 -0.42585E+01  0.19428E-01 -0.42585E+01  0.19428E-01 -0.34713E+00 -0.79212E+02  0.74766E+02 -0.81004E+02  0.40018E+02 -0.25868E+02 -0.35347E+02 -0.99611E+02 -0.14785E+03  0.00000E+00  0.51019E-03  0.84842E+02  0.85280E+02  0.42761E+01   2367  0.00000E+00      0.000
     253.0000 -0.17658E+01  0.54653E-01 -0.17658E+01  0.54653E-01 -0.48656E+00 -0.80978E+02  0.74821E+02 -0.82770E+02  0.40073E+02 -0.26271E+02 -0.64061E+02 -0.84978E+02 -0.12518E+03  0.00000E+00  0.51036E-03  0.86150E+02  0.87050E+02  0.42803E+01   2389  0.00000E+00      0.000
     254.0000 -0.41541E+00  0.58958E-01 -0.41541E+00  0.58958E-01 -0.90293E+00 -0.81393E+02  0.74880E+02 -0.83186E+02  0.40132E+02 -0.26988E+02 -0.10718E+03 -0.88696E+02 -0.90526E+02  0.00000E+00  0.51038E-03  0.85788E+02  0.87470E+02  0.42848E+01   2411  0.00000E+00      0.000
     255.0000 -0.16797E-01  0.41452E-01 -0.16797E-01  0.41452E-01 -0.10617E+01 -0.81410E+02  0.74921E+02 -0.83202E+02  0.40173E+02 -0.28012E+02 -0.14442E+03 -0.99923E+02 -0.82329E+02  0.00000E+00  0.51046E-03  0.84740E+02  0.87490E+02  0.42881E+01   2433  0.00000E+00      0.000
